1.274337438628800356e+01,1.061197040996281693e+01,1.091094813028952792e+01,9.145141202839738526e+00,8.572405966085613116e+00,9.968132786890723906e+00,1.187386780992363633e+01,1.301930424326600289e+01,1.091368229062295647e+01,1.021209705737286910e+01,1.057102553644836185e+01,1.139187558987673654e+01
3.708331364888358195e+01,3.460112245806699605e+01,2.987645772381349119e+01,2.816773570259043424e+01,2.660867344123793643e+01,2.809704785597476118e+01,3.545520249085837605e+01,3.930443497289761723e+01,3.727465181987787446e+01,3.150587220580153414e+01,3.603949100439506026e+01,4.047004678174823766e+01
3.778414635627838436e+01,2.952497104538421269e+01,2.837525927224812605e+01,2.510883029713088987e+01,2.122214097590190107e+01,2.671847782828557172e+01,3.330902947590092111e+01,3.711595285379060272e+01,2.940852117324937609e+01,3.109372121720665660e+01,3.271752864997787213e+01,3.611533156230527197e+01
2.002514992532582738e+01,1.738655344076987674e+01,1.491493691313387160e+01,1.478148443835903869e+01,1.199904604425456256e+01,1.258615424792910886e+01,1.808507841650353143e+01,1.793244162868687042e+01,1.789230774387878142e+01,1.499787822186049802e+01,1.818826101335993073e+01,1.746728395413540369e+01
2.025556472107115269e+01,1.790695184964078024e+01,1.422705087430131066e+01,1.405734956941151204e+01,1.353039892062799510e+01,1.379452945586122503e+01,1.587994275232839669e+01,1.844344307297552632e+01,1.700036719875415514e+01,1.616166049951294426e+01,1.763252571515343803e+01,1.813920218346338586e+01
2.652413344975246901e+01,2.651444440944076675e+01,2.305766790206892480e+01,1.953155637445487258e+01,2.024089287106997759e+01,2.188829805111594240e+01,2.671094137094728183e+01,2.992289817274044239e+01,2.591978249955202784e+01,2.490047380362145191e+01,2.575708537093265349e+01,2.567608658028234103e+01
2.355565854572791551e+01,2.199862133656861118e+01,2.089009351918763713e+01,1.659105620403303405e+01,1.485466047535222600e+01,1.715688590989197948e+01,2.098191692820936538e+01,2.512565137718867447e+01,2.091250805975978722e+01,2.054152054634787206e+01,2.198457450149734527e+01,2.436263934662796515e+01
3.530671943033744498e+01,2.973485187630602766e+01,2.905190148490691726e+01,2.441609179704752108e+01,2.140262781360704025e+01,2.707788822240047466e+01,2.840094625919099514e+01,3.036090139739830107e+01,3.195754361449823477e+01,2.517901192114538489e+01,3.235826030062623460e+01,3.265504105124049516e+01
3.014519858449986245e+01,2.664329582150791964e+01,2.370568652611273563e+01,2.274997978040142854e+01,1.817131012191566697e+01,2.276993609422444820e+01,2.365047074334924559e+01,2.774183417742976232e+01,2.433885970282293698e+01,2.337837037230939785e+01,2.378830473278924273e+01,2.973337008273661652e+01
4.143880612908824901e+01,3.875878517484749608e+01,3.006443171391197922e+01,2.978234970500116674e+01,2.570279725314247798e+01,2.816079748472989053e+01,3.446959803262289057e+01,3.807795911453492721e+01,3.698035789227871106e+01,3.292972489093671840e+01,3.523792907750343772e+01,3.546703184573451750e+01
2.952147429271330736e+01,2.661547269715379116e+01,2.938379587652212521e+01,2.179039194725472584e+01,1.978987613329128337e+01,2.328657835183865288e+01,3.137474825940286038e+01,3.522443742048974968e+01,3.127178989099459727e+01,2.789443082476929092e+01,2.968329999644269179e+01,2.957912645640145399e+01
3.266255364115037452e+01,2.884479432766974227e+01,2.562690205248220821e+01,2.360317406508484694e+01,2.084123804969071969e+01,2.305650213304414109e+01,3.006358182377811161e+01,3.233458003899216493e+01,2.823191564624471184e+01,2.589731528883869771e+01,2.496767729954182613e+01,3.093760032621687017e+01
1.970929431198904780e+01,2.023009839533412446e+01,1.987683953088885858e+01,1.644631691956793773e+01,1.438011933268878551e+01,1.565600562105998783e+01,1.837043653223999229e+01,2.268838723127714729e+01,1.865700061871095627e+01,1.668145539896119445e+01,1.956811746412343922e+01,2.296735279504212102e+01
2.225518071170384005e+01,1.771613235285379417e+01,1.752085494709818292e+01,1.598290946818271507e+01,1.455245076446854036e+01,1.638939388086877003e+01,1.892115069021126672e+01,2.147281209656622636e+01,1.937374880050255754e+01,1.904077481747496137e+01,1.956512393385187210e+01,2.096514974281029353e+01
2.327794005266686383e+01,2.206878403600906324e+01,2.097835736863219580e+01,1.793515482780555104e+01,1.633235548299386863e+01,1.864515051540342228e+01,2.184141620062174383e+01,2.338393156058972622e+01,2.339244099381438602e+01,1.944978275618620600e+01,2.158809358392956668e+01,2.605856154980348904e+01
3.768630416647410186e+01,3.596772613666240659e+01,3.408311741497777803e+01,3.412057163634495538e+01,2.551384286397539825e+01,2.832281165088967967e+01,3.494837950392322057e+01,3.842580347093525006e+01,3.483256465397634116e+01,3.475178676371290010e+01,3.900210017710569588e+01,3.995950116784445783e+01
2.090287806796064629e+01,1.796166976043784658e+01,1.719887894348766366e+01,1.607476726460241778e+01,1.488541212204122033e+01,1.441313450873569657e+01,1.943097513022408762e+01,2.047065808066349391e+01,2.093900554692177352e+01,1.854731161785579019e+01,1.990741993322908598e+01,2.038643171834640810e+01
2.820090619432326307e+01,2.171668463020962747e+01,2.002202956599137451e+01,1.912288677223229172e+01,1.606964336181667363e+01,2.133080722965975440e+01,2.531401864426262449e+01,2.480576925154207046e+01,2.431332884839740771e+01,2.381346246905498631e+01,2.572593205259615701e+01,2.658745335381319208e+01
1.328361221877757359e+01,1.236922052894423807e+01,1.074115215862278738e+01,8.416349949023082644e+00,8.032817308386198007e+00,9.841214261168895305e+00,1.065977090801487215e+01,1.310396099298584183e+01,1.041137983234441045e+01,9.314542352523838886e+00,1.100571302469304058e+01,1.115234385830795283e+01
3.221960042707942762e+01,2.882531499958085774e+01,2.607968713371826652e+01,2.271456978404752292e+01,1.856338036956014648e+01,2.222077193291322317e+01,2.758634179168671707e+01,2.966767253390466408e+01,2.576228447411925870e+01,2.467492543238152081e+01,2.701219718396489000e+01,3.245024233282971693e+01
5.121165701021329397e+01,4.316883671994238370e+01,4.050597742822790082e+01,3.734442519338931277e+01,2.868497224773747689e+01,3.839084783039299253e+01,4.661952227205556909e+01,4.703683476357745263e+01,4.254078413737483544e+01,3.773877567736556671e+01,4.328447892847034950e+01,4.311770489444785426e+01
1.949774259856562253e+01,1.514543322294805883e+01,1.465997070960940718e+01,1.484023322650077148e+01,1.271439185331787947e+01,1.306375549084681253e+01,1.587083266729757369e+01,1.641176302767900808e+01,1.735038932996036110e+01,1.380913745293601558e+01,1.680569949250434902e+01,1.989820577302066340e+01
5.758884703736192279e+01,6.178008752648089086e+01,5.717356718791566550e+01,4.274231710711297438e+01,4.483457496751614713e+01,4.700165293538317712e+01,6.191790405650191786e+01,6.335901590632122549e+01,5.911890226434686468e+01,5.251245151404551592e+01,6.143666190655319070e+01,6.539036207447018967e+01
2.556532103762110353e+01,2.505390751611815858e+01,2.013351570869649265e+01,1.778434124268068572e+01,1.581868793212589175e+01,1.845895968349556071e+01,2.211608521528684435e+01,2.764684450581459174e+01,2.149602920506275794e+01,2.205851702330297570e+01,2.188520930514856744e+01,2.740014905690341607e+01
1.216659313207120974e+01,1.014013034256219470e+01,9.986143550109066069e+00,7.527344430938152975e+00,7.901103942042338346e+00,7.900742135160952806e+00,1.104526583850297783e+01,1.002749230637484779e+01,1.032537539013064887e+01,9.758844053325910650e+00,9.717855479477483627e+00,1.045525392055558989e+01
1.968418613721061661e+01,1.899771294000066391e+01,1.810587244422040243e+01,1.486537676682978670e+01,1.396040173942252949e+01,1.452151811106398327e+01,2.093528135193971096e+01,1.987462781822347679e+01,1.882810045643730135e+01,1.616849667190128059e+01,1.941418918920241765e+01,2.293056136847470228e+01
3.515079870055380695e+01,3.082094622226968639e+01,3.145714127372778179e+01,2.850061990381069421e+01,2.238772004187746134e+01,2.840387445238723885e+01,3.587797228352545176e+01,3.352858326114105125e+01,3.471670399411554087e+01,3.118693906115001013e+01,3.275784614313769794e+01,3.274930346131076675e+01
4.017394731530458785e+01,4.308673712772811371e+01,4.017771668418726705e+01,3.409120342677456961e+01,2.895620272518104699e+01,3.390363379501442864e+01,4.100969547154445394e+01,4.288679499472873147e+01,3.675311911356948258e+01,3.894361773415065642e+01,3.921807706800287008e+01,4.670839070434639240e+01
2.841695134027098391e+01,2.467049452041404933e+01,2.321455001737803414e+01,2.228150703264707388e+01,2.170229376030801305e+01,2.063862252088181037e+01,2.934684242648674868e+01,3.005837688100815086e+01,2.919178815805755889e+01,2.390933222493344346e+01,2.926866794702061014e+01,3.152809521401399451e+01
3.649219939494410880e+01,3.275304007197638612e+01,3.451196008681716165e+01,3.161151035362036765e+01,2.330589300289864951e+01,3.026929975303057319e+01,3.825643539960727679e+01,4.133184648886708601e+01,3.864536966495931125e+01,3.381786881812369217e+01,3.495219088959372300e+01,3.712404198412974665e+01
1.632138145007550278e+01,1.621409463853163047e+01,1.480050404198715519e+01,1.193535291108011798e+01,1.211641508750422425e+01,1.324195809797157075e+01,1.571234132803248151e+01,1.683190372141510593e+01,1.565176845775960857e+01,1.314550666058830153e+01,1.459802584636284983e+01,1.554410823863018543e+01
1.829190758195219502e+01,1.784863934842699251e+01,1.647714137280128099e+01,1.331860520168757844e+01,1.387991060696262302e+01,1.413315236878787928e+01,1.949937091911363751e+01,2.149088091930905975e+01,1.688216345310055999e+01,1.625356230715636841e+01,1.621837553463182147e+01,2.003974731091702211e+01
1.487553639810987605e+01,1.267537408402270671e+01,1.227760702402925475e+01,1.032270313643941861e+01,9.050077519706380969e+00,1.125323339860330307e+01,1.288465418495442627e+01,1.482589839985745961e+01,1.317118941109731445e+01,1.331143101999793288e+01,1.241383422378209289e+01,1.445988563137478877e+01
2.082716044971154545e+01,1.804157775641574801e+01,1.834176348611675778e+01,1.574529515272130098e+01,1.382186140266293428e+01,1.585134642905911306e+01,2.009467438171833109e+01,2.174123149599783744e+01,1.925308581441183975e+01,1.758614789665491429e+01,1.712164078009510604e+01,1.850475794687854858e+01
3.072198569539225943e+01,2.509324658680063891e+01,2.515459872226399796e+01,2.140317753399859058e+01,1.957300406882374233e+01,2.397252761796760012e+01,3.021850486772326150e+01,2.770190352730402594e+01,2.795821216924774077e+01,2.717498700941509426e+01,2.544946004409094797e+01,3.225847466151054022e+01
2.495979453499867518e+01,2.271163652221170537e+01,2.345307161586825373e+01,1.811505893481875518e+01,1.778871336770012590e+01,2.050650967478105002e+01,2.138856975952407424e+01,2.656587813797917974e+01,2.567631478561513703e+01,1.979969467602104061e+01,2.541572167041687180e+01,2.617739361580523649e+01
3.199979212907869552e+01,2.931215792298267786e+01,2.501036060918023551e+01,2.549424996887253414e+01,2.271220815412742411e+01,2.404065251198450781e+01,3.028949975201851430e+01,3.197260805306776987e+01,2.857521409378586341e+01,2.689693401794814775e+01,2.896851041158288709e+01,3.188015907374298763e+01
1.923210726784552804e+01,1.661871431857956338e+01,1.377287369259639149e+01,1.273202794686318562e+01,1.198370346789622154e+01,1.426300282600296221e+01,1.699365128608885200e+01,1.874605397545939667e+01,1.661329285340966777e+01,1.551690910053505235e+01,1.611194754088134218e+01,1.809048333707547229e+01
1.944060494215463919e+01,1.825399407011313002e+01,1.524093255852810103e+01,1.263255590141109330e+01,1.152058375319195882e+01,1.256916455646346442e+01,1.751127342665969167e+01,1.791344785673928897e+01,1.713481765020408076e+01,1.542511394018762694e+01,1.556845881348211513e+01,1.817644825102869888e+01
2.419617062844586286e+01,2.310937921216942925e+01,2.009093474688802772e+01,2.053015958841608324e+01,1.597233556622334127e+01,2.099273388666032147e+01,2.309766842417679911e+01,2.740323870064216294e+01,2.409779118546624233e+01,2.236235371423244089e+01,2.475069822400820030e+01,2.565332330765659208e+01
