4.494506741382033965e+01,9.541011649041131193e+00
3.708182521982663360e+01,6.688412526636072641e+01
6.659223566174966891e+01,5.912977877077270961e+01
2.747217929900641664e+01,5.612434258477011184e+01
3.829268747537898321e+01,9.717120953891037516e+01
8.489138242660838785e+01,7.217295211648732334e+01
2.359849197489557326e+01,2.560683227613239765e+01
4.043358953843134707e+00,7.106628896857873201e+01
1.108908208118313254e+01,4.393365018657701171e+01
2.017192023353961972e+01,8.957635956735194327e+01
4.753702231821117152e+01,5.632755719763837021e+01
6.955160864261274867e+01,1.393314544058756965e+01
6.044173792778172327e+01,5.398410913016731172e+01
2.030612247347693966e+01,9.428535705579810156e+01
5.988654664885360290e+01,6.947849330397045264e+01
8.804678390152577094e+01,6.243540481337932135e+01
2.956336858377139976e+01,1.054942598302706003e+01
4.565345704829102402e+01,2.184404372168335939e+01
4.165099478703662328e+01,8.832802589188682418e+01
3.243450210052739635e+01,1.220879547006733468e+01
3.562978380769749265e+01,9.068284415457540604e+01
2.721322493846353296e+01,6.476901205413622620e+01
5.203769953158188244e-02,3.525688563341689985e+01
3.047812581580290470e+01,1.646558531429417371e+01
5.340894193754419916e+01,4.848299713589832294e+01
6.924360328902703543e+01,2.694123337985214661e+01
2.441255222477741782e+01,1.682910421729305739e+01
2.187642195730702355e+01,5.581020020173411922e+01
4.038361710580408470e+01,6.489224710898156445e+00
2.539154139343446914e+01,2.468760628386012002e+01
6.963042728397883252e+01,7.122705899244419925e+01
1.480869299533998884e+01,9.977404850489418209e+01
2.667810142752849956e+01,9.766149558326529245e+01
4.110370133182313168e+01,3.305073290054838520e+00
3.450712480266830084e+01,6.343513447013637574e+01
6.807054515547667961e+01,5.309345833171364148e+01
4.477831645730916676e+01,5.528930890713279211e+01
5.926967238793935167e+01,8.085332633271525182e+00
3.696544560614044883e+01,2.421599382774258657e+01
8.031397563798958572e+01,4.703006344460384014e+01
9.834231408948429021e+01,3.988244424445530711e+01
8.164318732193839878e+01,7.983451249845511200e+01
1.507175439654294635e+01,5.081987767407186851e+01
6.958128067908818082e+01,8.583588048137198712e+01
3.259589052018847610e+01,2.202410475655483069e+01
7.111495324380177863e+01,8.095010461397154700e+01
3.486659872917293512e+01,9.617655109142075887e+00
9.405232644896040028e+01,3.975720210875223160e+01
5.177513505274801275e+01,8.377101059073279998e+01
6.756901170392806932e+01,7.352161192407720591e+01
2.090716207377136726e+01,5.414479738275657894e+01
6.957843993450822495e+01,2.285500217972996495e+01
1.749549270959361991e+01,9.821683433294356291e+01
5.166358912710143159e+01,2.608291748304090163e+01
9.962536997579243803e+01,9.654193512887935924e+01
5.582934536070975895e+01,8.826363431893396694e+01
1.887071083413793815e+01,2.788713525921818714e+01
7.003578299727712420e+01,8.466611422383058994e+01
8.563242918780925095e+01,4.045081271221901176e+01
8.877700987609597405e+01,8.509284487675127195e+01
9.356349942209475046e+01,7.853406511139435509e+01
6.689882547142286739e+01,5.806866214364546863e+01
3.722827665617430881e+01,9.401334424577784432e+01
9.736638367553173623e+01,2.839209747374657056e+01
3.053638603443934585e+01,4.856137535862266219e+01
4.484241429862473183e+01,9.944574626108206417e+01
1.759252526773453695e+01,1.807536361552086746e+00
4.938937151834345940e+01,1.788227092213288216e+01
3.664687845828598967e+01,7.441705230565622742e+01
7.209399242521293161e+01,3.080607918523892153e+01
5.425402305548993098e+01,5.088140768387599877e+01
6.363326181858953845e+01,2.504618186055841278e+01
5.898708475605438650e+01,9.788928582750089902e+01
4.867421529594550833e+01,9.060987877185540640e+01
4.343943655104286705e+01,3.500784076946757040e+01
6.451033620305648242e+01,6.689240596630996549e+01
8.641675650719029989e+01,2.301852682415552920e+01
4.991933798847523462e+01,5.720041992091830707e+01
7.685540143063090568e+01,4.360377175443375108e+00
9.945505107973410475e+01,4.699445139909429514e+01
2.795603417967586068e+01,8.834940222662589804e+01
7.477187738974139108e+01,9.530718470239531825e+01
3.307503046705136995e+01,5.527649668354899148e+01
5.722924691708383449e+01,9.803315837160457136e+01
7.534625600612820939e+00,3.056970192871818526e+01
1.909110311503460267e+01,2.684748568901568078e+01
4.852798742763157236e+01,3.726868670940493189e+01
3.946914668094721890e+01,8.442131407263113374e+01
9.300168348108319094e+01,7.041613084954390089e+00
2.089187176153601655e+01,6.711435168240505789e+01
3.586467812961638657e+01,2.541636490697387529e+01
2.952905884189387464e+01,3.225507642386005358e+01
8.486697949246743633e+01,1.366213314420288150e+01
7.089109969101185982e+01,5.528199769079077441e+01
2.965101436477984720e+01,4.197808564462764735e+01
2.562069435944580675e+01,6.115137108656804799e+01
8.159418040024036145e+00,5.184862773986775863e-01
6.278944149486360971e+01,1.942739535120422545e+01
7.094091699992766564e+00,3.967838272138883582e+01
5.076853103939694023e+00,8.866171489506598391e+01
